Player,Shot,Type,Stroke,Spin,Speed (MPH),2,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,New Points
Opponent,1,first_serve,Serve,Flat,103.726456,111,0,0,short,ad,near,-4.038915,5.77358,deep,ad,far,0.19458,23.67791,2.279297,out wide,In,false,19:34:12,2736.560059,110
Opponent,1,second_serve,Serve,Kick,63.801262,112,0,0,short,ad,near,-3.288782,8.762285,deep,ad,far,0.694336,22.802538,2.208984,out wide,In,false,19:34:26,2750.149902,111
Lenn Luemkemann,2,second_return,Backhand,Topspin,70.600708,112,0,0,deep,ad,far,3.17021,23.395409,deep,ad,near,-3.998047,1.888816,1.617188,cross court,In,false,19:34:27,2751.199951,111
Opponent,3,serve_plus_one,Backhand,Flat,44.147644,112,0,0,deep,deuce,near,0.969869,2.243686,out,ad,far,3.720703,25.786913,0.80957,down the line,In,false,19:34:28,2752.139893,111
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,60.142471,112,0,0,deep,ad,far,3.465273,21.414507,out,deuce,near,0.228027,-0.993997,1.412109,down the line,In,false,19:34:30,2753.780029,111
Opponent,5,in_play,Backhand,Slice,38.739136,112,0,0,short,ad,near,-0.496094,9.304688,out,ad,far,3.294922,27.630663,1.087891,cross court,In,false,19:34:31,2755.050049,111
Lenn Luemkemann,6,in_play,Volley,Slice,19.918634,112,0,0,deep,deuce_alley,far,-4.35453,19.367229,short,ad,near,-0.496094,8.779441,0.702148,down the line,Out,false,19:34:32,2756.199951,111
Lenn Luemkemann,1,first_serve,Serve,Slice,115.184479,114,0,0,deep,deuce,far,-0.585187,20.365488,deep,deuce,near,0.391357,0.113293,2.373047,down the T,Out,false,19:35:15,2798.959961,113
Opponent,2,first_return,Backhand,Flat,36.954399,114,0,0,deep,deuce,near,1.894531,2.648438,deep,deuce,far,-1.000977,24.865038,1.349609,inside out,In,false,19:35:15,2799.659912,113
Lenn Luemkemann,1,second_serve,Serve,Kick,89.968033,115,0,0,short,deuce,far,-3.910156,17.727133,deep,deuce,near,0.725586,-0.111184,2.539062,out wide,In,false,19:35:26,2810.290039,114
Opponent,2,second_return,Forehand,Slice,46.857498,115,0,0,short,ad_alley,near,-5.059804,8.749146,deep,deuce_alley,far,-5.304688,24.865038,1.164062,down the line,Out,false,19:35:27,2811.189941,114
Lenn Luemkemann,1,first_serve,Serve,Kick,112.086464,116,0,0,short,ad,far,3.278795,16.376221,deep,ad,near,-0.133179,0.328484,2.216797,out wide,In,false,19:35:56,2840.040039,115
Opponent,2,first_return,Backhand,Flat,47.228264,116,0,0,short,deuce,near,1.922396,8.432975,out,ad_alley,far,4.796875,26.146288,1.402344,down the line,In,false,19:35:56,2840.73999,115
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,52.989494,116,0,0,deep,ad,far,4.061063,21.681751,deep,deuce,near,0.288086,1.123191,0.799805,down the line,In,false,19:35:58,2842.100098,115
Opponent,4,return_plus_one,Backhand,Slice,29.900827,116,0,0,short,ad,near,-0.752441,11.664062,out,ad,far,3.638672,27.896288,1.507812,cross court,In,false,19:35:59,2843.52002,115
Lenn Luemkemann,5,in_play,Overhead,Flat,51.84898,116,0,0,short,deuce,far,-2.793045,15.836068,short,ad,near,-0.752441,11.138816,1.521484,---,In,false,19:36:01,2845.72998,115
Lenn Luemkemann,1,first_serve,Serve,Slice,107.897316,117,0,0,short,deuce,far,-0.63625,15.995439,deep,deuce,near,0.181152,0.268492,2.3125,down the T,In,false,19:36:37,2880.830078,116
Opponent,2,first_return,Backhand,Slice,40.794178,117,0,0,deep,deuce,near,1.150411,1.928375,out,deuce,far,-1.650391,25.536913,1.151367,inside out,In,false,19:36:37,2881.570068,116
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,59.748062,117,0,0,deep,deuce_alley,far,-4.162959,20.157162,out,deuce,near,0.76416,-1.861184,1.289062,down the line,Out,false,19:36:39,2883.300049,116
Opponent,4,return_plus_one,Forehand,Topspin,54.96962,117,0,0,short,deuce,near,1.649451,6.463793,out,deuce,far,-3.332031,25.193163,1.15332,cross court,In,false,19:36:40,2884.570068,116
Lenn Luemkemann,5,in_play,Forehand,Topspin,68.842873,117,0,0,out,deuce_alley,far,-4.177226,23.775618,deep,deuce,near,2.3125,0.623191,1.224609,down the line,Out,false,19:36:42,2885.939941,116
Lenn Luemkemann,1,first_serve,Serve,Kick,111.339394,118,0,0,short,deuce,far,-0.162131,18.079042,deep,ad,near,-1.259766,0.212986,2.359375,down the T,Out,false,19:37:13,2917.5,117
Lenn Luemkemann,1,second_serve,Serve,Kick,78.388847,119,0,0,short,ad,far,3.484375,18.273733,deep,ad,near,-1.150391,0.545066,2.443359,out wide,In,false,19:37:25,2929.580078,118
Opponent,2,second_return,Backhand,Flat,33.671398,119,0,0,short,ad_alley,near,-5.239462,5.564265,deep,ad,far,3.941406,24.443163,1.347656,down the line,Out,false,19:37:26,2930.409912,118
Lenn Luemkemann,1,first_serve,Serve,Slice,108.489075,121,0,0,short,deuce,far,-1.12207,16.000246,deep,deuce,near,0.475586,0.216941,2.503906,down the T,In,false,19:39:14,3038.76001,120
Opponent,2,first_return,Backhand,Slice,32.920689,121,0,0,deep,ad,near,-0.523926,4.363281,deep,deuce,far,-1.216797,23.990038,1.130859,inside in,In,false,19:39:15,3039.389893,120
Lenn Luemkemann,3,serve_plus_one,Volley,Topspin,19.918634,121,0,0,short,ad,far,0.420141,18.277023,deep,ad,near,-0.523926,3.838034,1.820312,cross court,In,false,19:39:17,3041.070068,120
Opponent,4,return_plus_one,Backhand,Flat,28.479971,121,0,0,short,deuce,far,-1.133789,16.109375,deep,ad,far,0.489746,23.036913,1.865234,down the line,Net,false,19:39:18,3042.01001,120
Lenn Luemkemann,1,first_serve,Serve,Flat,108.558105,122,0,0,short,ad,far,0.544267,17.80793,deep,ad,near,-0.977051,0.388816,2.421875,down the T,In,false,19:39:36,3060.639893,121
Opponent,2,first_return,Forehand,Flat,31.323885,122,0,0,deep,ad_alley,near,-4.330383,5.091392,deep,ad,far,0.652832,24.490038,1.529297,inside in,Out,false,19:39:37,3061.310059,121
Lenn Luemkemann,3,serve_plus_one,Overhead,Flat,46.719788,122,0,0,short,ad,far,1.357422,14.8125,deep,ad,near,-3.417969,3.65444,2.699219,---,In,false,19:39:41,3065.050049,121
Lenn Luemkemann,1,second_serve,Serve,Kick,93.263092,123,0,0,short,deuce_alley,far,-4.133281,17.56246,deep,ad,near,-0.451904,0.227231,2.333984,out wide,Out,false,19:40:23,3107.679932,122
Lenn Luemkemann,1,first_serve,Serve,Kick,61.41993,124,0,0,short,deuce,far,-1.617082,16.656057,deep,deuce,near,0.615234,0.740378,2.501953,down the T,In,false,19:40:34,3117.879883,123
Opponent,2,first_return,Forehand,Slice,44.411034,124,0,0,deep,ad,near,-0.053883,2.832555,deep,deuce,far,-2.457031,23.193163,1.384766,down the line,In,false,19:40:35,3118.97998,123
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,60.80592,124,0,0,deep,deuce,far,-3.061591,19.316721,out,ad,near,-0.074036,-2.525247,1.417969,inside in,In,false,19:40:36,3120.550049,123
Opponent,4,return_plus_one,Forehand,Topspin,50.926506,124,0,0,short,ad,near,-2.227489,6.806258,out,deuce,far,-3.939453,25.365038,1.136719,down the line,In,false,19:40:38,3121.919922,123
Lenn Luemkemann,5,in_play,Backhand,Flat,58.423466,124,0,0,deep,ad,far,1.6569,19.380512,out,ad,near,-1.568359,-0.626809,1.116211,cross court,In,false,19:40:39,3123.25,123
Opponent,6,in_play,Backhand,Topspin,60.196896,124,0,0,deep,ad,near,-0.368427,2.682173,deep,ad,far,2.435547,24.646288,1.464844,cross court,In,false,19:40:40,3124.580078,123
Lenn Luemkemann,7,in_play,Forehand,Topspin,52.635777,124,0,0,deep,ad,far,2.133812,18.740973,out,ad,near,-0.79541,-2.173685,1.070312,inside out,In,false,19:40:41,3125.75,123
Opponent,8,in_play,Backhand,Flat,73.892143,124,0,0,deep,deuce,near,2.800112,0.785399,out,ad,far,2.431641,25.302538,1.027344,down the line,In,false,19:40:43,3127.149902,123
Lenn Luemkemann,9,in_play,Forehand,Slice,36.321457,124,0,0,deep,ad,far,0.545135,19.514231,out,deuce,near,2.623047,-1.454934,1.480469,down the line,In,false,19:40:44,3128.22998,123
Opponent,10,in_play,Forehand,Flat,79.381111,124,0,0,deep,deuce,near,3.021878,4.194227,deep,ad,far,0.324951,23.958788,0.982422,inside in,In,false,19:40:46,3130.129883,123
Lenn Luemkemann,1,first_serve,Serve,Kick,119.752007,125,0,0,short,ad,far,2.359763,17.504574,deep,ad,near,-0.508301,0.203817,2.191406,out wide,In,false,19:41:14,3158.340088,124
Opponent,2,first_return,Backhand,Flat,54.484779,125,0,0,deep,ad,near,-1.315953,2.007836,out,ad,far,3.423828,25.427538,1.460938,cross court,In,false,19:41:15,3158.969971,124
Lenn Luemkemann,3,serve_plus_one,Forehand,Flat,40.479713,125,0,0,short,ad,far,2.505859,14.454188,deep,ad,near,-1.603516,-0.134622,0.90332,inside out,In,false,19:41:16,3160.23999,124
Opponent,4,return_plus_one,Backhand,Flat,43.874153,125,0,0,short,deuce,net,-0.63916,8.274133,deep,ad,far,2.974609,24.490038,1.148438,down the line,In,false,19:41:17,3161.659912,124
Lenn Luemkemann,1,first_serve,Serve,Kick,94.887749,126,0,0,deep,deuce,far,-3.024109,18.321758,deep,deuce,near,0.423828,0.584128,2.445312,out wide,Out,false,19:41:42,3186.090088,125
Opponent,2,first_return,Forehand,Topspin,50.01902,126,0,0,deep,deuce,near,0.486084,2.09375,deep,deuce_alley,far,-4.429688,24.380663,0.948242,down the line,In,false,19:41:42,3186.75,125
Lenn Luemkemann,1,second_serve,Serve,Kick,69.632401,127,0,0,short,deuce,far,-1.365802,17.144749,deep,deuce,near,0.531738,1.045066,2.488281,down the T,In,false,19:41:52,3196.090088,126
Opponent,2,second_return,Backhand,Slice,43.70311,127,0,0,short,deuce,far,-2.589844,16.000246,deep,deuce,far,-1.984375,23.333788,1.351562,inside out,Net,false,19:41:53,3197.090088,126
Opponent,1,first_serve,Serve,Flat,86.821236,129,0,0,short,ad,far,1.635742,12.710938,deep,deuce,far,-0.508301,24.396288,2.359375,out wide,Net,false,19:42:28,3232.26001,128
Lenn Luemkemann,0,none,Forehand,Topspin,37.294147,130,0,0,short,deuce,near,3.328125,6.755105,out,deuce_alley,near,5.089844,-2.072122,0.688965,down the line,Net,false,19:42:43,3247.159912,129
Opponent,1,first_serve,Serve,Kick,69.817665,131,0,0,short,ad,near,-3.788909,6.758496,deep,ad,far,0.853027,22.583788,2.320312,out wide,In,false,19:43:28,3292.77002,130
Lenn Luemkemann,2,first_return,Backhand,Topspin,49.936852,131,0,0,deep,deuce,far,-2.417429,21.739468,out,ad_alley,near,-4.738281,-1.415872,0.628418,down the line,In,false,19:43:30,3293.929932,130
Opponent,3,serve_plus_one,Forehand,Topspin,62.702137,131,0,0,deep,deuce,near,2.475445,5.4864,deep,deuce,far,-1.081055,23.661913,1.669922,cross court,In,false,19:43:31,3295.530029,130
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,56.499954,131,0,0,deep,deuce,far,-0.330438,20.679579,out,deuce,near,3.505859,-1.767434,1.009766,cross court,In,false,19:43:33,3296.800049,130
Opponent,5,in_play,Forehand,Flat,59.0606,131,0,0,out,ad,near,-4.081961,-1.623775,deep,deuce,far,-1.118164,23.318163,1.453125,down the line,Out,false,19:43:34,3298.100098,130
Opponent,1,first_serve,Serve,Kick,89.243233,133,0,0,short,deuce,near,2.238613,7.245688,deep,deuce,far,-0.735352,24.099413,2.386719,out wide,In,false,19:44:01,3325.449951,132
Lenn Luemkemann,2,first_return,Forehand,Slice,40.432304,133,0,0,deep,ad,far,1.450249,22.734934,deep,deuce,near,3.171875,0.349753,1.046875,down the line,In,false,19:44:02,3326.25,132
Opponent,3,serve_plus_one,Forehand,Topspin,56.109783,133,0,0,short,ad,near,-2.463416,6.27324,deep,ad,far,0.964355,24.115038,1.248047,inside out,In,false,19:44:04,3328.149902,132
Lenn Luemkemann,4,return_plus_one,Backhand,Flat,59.693581,133,0,0,deep,ad,far,1.442565,20.346754,out,ad,near,-4,-1.392434,0.813477,cross court,In,false,19:44:05,3329.649902,132
Opponent,5,in_play,Forehand,Flat,37.299576,133,0,0,short,deuce,far,-1.561523,12.21875,out,ad,far,1.949219,25.833788,1.262695,inside in,Net,false,19:44:07,3331.02002,132
Lenn Luemkemann,0,none,Forehand,Slice,33.310444,134,0,0,deep,ad,far,0.437545,21.584991,deep,ad,near,-1.24707,0.021628,1.494141,inside out,In,false,19:44:50,3373.919922,133
Opponent,1,none,Forehand,Topspin,69.452858,134,0,0,deep,deuce,near,2.79566,3.643329,deep,ad,far,0.254883,23.990038,1.236328,inside in,In,false,19:44:52,3376.219971,133
Lenn Luemkemann,2,none,Forehand,Topspin,45.971996,134,0,0,deep,deuce,far,-2.628662,18.805634,out,deuce,near,3.041016,-2.400247,0.875,cross court,In,false,19:44:53,3377.389893,133
Opponent,3,none,Forehand,Flat,67.964279,134,0,0,deep,ad,near,-4.092315,4.962184,deep,deuce,far,-3.666016,24.083788,1.830078,down the line,In,false,19:44:55,3378.969971,133
Opponent,1,second_serve,Serve,Slice,99.073555,136,0,0,short,deuce,near,3.599352,7.652176,deep,deuce,far,-0.65918,22.552538,2.294922,out wide,In,false,19:45:27,3410.840088,135
Lenn Luemkemann,2,second_return,Forehand,Slice,43.200001,136,0,0,deep,ad,far,2.356034,19.167231,deep,deuce_alley,near,4.460938,0.670066,1.207031,down the line,In,false,19:45:27,3411.23999,135
Opponent,3,serve_plus_one,Backhand,Topspin,58.95002,136,0,0,deep,ad,near,-1.438686,2.755328,deep,ad,far,1.794922,22.958788,0.90332,cross court,In,false,19:45:28,3412.659912,135
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,61.181572,136,0,0,short,ad,far,1.517026,17.90099,out,ad,near,-2.158203,-2.15806,0.897461,cross court,In,false,19:45:30,3413.860107,135
Opponent,5,in_play,Backhand,Slice,42.852985,136,0,0,deep,ad,near,-1.356946,5.016826,deep,ad,far,2.085938,24.365038,0.886719,cross court,In,false,19:45:31,3415.26001,135
Lenn Luemkemann,6,in_play,Backhand,Slice,42.823902,136,0,0,deep,ad,far,2.597321,20.647331,deep,ad,near,-1.695312,0.373191,0.487549,cross court,In,false,19:45:33,3416.860107,135
Opponent,7,in_play,Backhand,Flat,56.174892,136,0,0,deep,deuce,near,4.091607,1.241561,deep,ad,far,2.378906,24.146288,0.820312,down the line,In,false,19:45:34,3418.429932,135
Opponent,1,first_serve,Serve,Slice,104.294891,138,0,0,deep,ad,near,-2.844522,5.442053,deep,ad,far,0.281006,23.68117,2.201172,out wide,Out,false,19:46:04,3448.070068,137
Lenn Luemkemann,2,first_return,Backhand,Flat,54.286423,138,0,0,deep,ad,far,0.29703,19.035116,deep,ad,near,-3.835938,0.279441,1.115234,cross court,In,false,19:46:05,3448.77002,137
Opponent,3,serve_plus_one,Forehand,Topspin,48.079754,138,0,0,deep,ad,near,-3.535303,3.989222,deep,ad,far,0.921387,23.771288,1.25,inside out,In,false,19:46:06,3449.98999,137
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,62.355309,138,0,0,deep,deuce,far,-1.754743,18.363884,out,ad,near,-4.035156,-1.447122,1.291992,down the line,In,false,19:46:07,3451.459961,137
Opponent,5,in_play,Forehand,Topspin,48.657963,138,0,0,deep,deuce,near,1.325226,5.190818,deep,deuce,far,-1.098633,24.146288,0.946777,cross court,In,false,19:46:08,3452.689941,137
Lenn Luemkemann,6,in_play,Forehand,Topspin,66.419807,138,0,0,short,deuce,far,-0.248758,17.239622,out,deuce,near,1.881836,-1.525247,1.121094,cross court,In,false,19:46:10,3454.159912,137
Opponent,7,in_play,Forehand,Topspin,63.281555,138,0,0,deep,ad,near,-3.430546,3.164572,deep,deuce,far,-1.094727,24.458788,0.99707,down the line,In,false,19:46:11,3455.409912,137
Lenn Luemkemann,8,in_play,Backhand,Slice,31.112782,138,0,0,short,deuce,near,1.083008,6.720218,out,ad,near,-3.501953,-1.697122,1.020508,down the line,Net,false,19:46:12,3456.610107,137
Opponent,1,first_serve,Serve,Slice,82.933998,139,0,0,short,deuce,near,3.977757,6.488644,deep,deuce,far,-0.623047,24.302538,2.236328,out wide,In,false,19:47:56,3560.560059,138
Lenn Luemkemann,2,first_return,Forehand,Topspin,54.982231,139,0,0,deep,ad,far,3.22771,21.421309,deep,deuce_alley,near,4.6875,0.099753,1.265625,down the line,In,false,19:47:57,3561.320068,138
Opponent,3,serve_plus_one,Backhand,Slice,37.025909,139,0,0,short,ad,near,-1.408203,8.03125,out,ad,far,2.230469,25.052538,0.848145,cross court,In,false,19:47:58,3562.560059,138
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,26.853207,139,0,0,short,deuce,far,-2.029297,17.4375,short,ad,near,-1.408203,7.506003,0.144043,down the line,In,false,19:47:59,3563.709961,138
Opponent,1,first_serve,Serve,Slice,94.548973,140,0,0,short,ad,near,-1.049418,6.715871,deep,ad,far,0.56543,23.411316,2.160156,down the T,In,false,19:48:24,3588.429932,139
Lenn Luemkemann,2,first_return,Forehand,Topspin,45.404636,140,0,0,short,ad_alley,far,4.801613,18.277023,out,ad,near,-1.696289,-0.595559,1.208984,inside in,Out,false,19:48:25,3589.129883,139
Opponent,1,first_serve,Serve,Slice,94.570206,141,0,0,deep,deuce_alley,near,4.350462,3.709611,deep,deuce,far,-0.658691,24.083788,2.355469,out wide,Out,false,19:48:46,3610.649902,140
Opponent,1,second_serve,Serve,Kick,52.564636,142,0,0,short,deuce,near,2.480539,7.296807,deep,deuce,far,-0.427246,22.552538,2.244141,out wide,In,false,19:48:54,3618.399902,141
Lenn Luemkemann,2,second_return,Backhand,Topspin,68.772156,142,0,0,deep,deuce,far,-0.035664,18.856543,deep,deuce,near,2.40625,1.966941,1.333008,inside out,In,false,19:48:55,3619.399902,141
Opponent,3,serve_plus_one,Backhand,Slice,34.938992,142,0,0,short,ad_alley,near,-4.846974,6.928526,out,ad,far,2.515625,25.677538,0.97168,down the line,Out,false,19:48:56,3620.449951,141
Opponent,1,first_serve,Serve,Slice,62.763622,144,0,0,short,ad,near,-3.495737,7.49882,deep,ad,far,0.539062,23.710632,2.117188,out wide,In,false,19:49:46,3670.52002,143
Lenn Luemkemann,2,first_return,Backhand,Flat,63.577,144,0,0,deep,deuce,far,-0.202851,20.166588,deep,ad,near,-3.582031,1.959128,1.5,down the line,In,false,19:49:47,3671.459961,143
Opponent,3,serve_plus_one,Forehand,Topspin,56.105793,144,0,0,short,deuce,near,3.453668,7.04769,deep,ad,far,0.703613,24.177538,0.989258,inside in,In,false,19:49:48,3672.590088,143
Lenn Luemkemann,4,return_plus_one,Forehand,Slice,41.313046,144,0,0,deep,ad,far,2.007095,23.689589,deep,deuce,near,3.878906,-0.111184,0.799805,down the line,In,false,19:49:50,3673.98999,143
Opponent,5,in_play,Forehand,Topspin,48.973839,144,0,0,deep,ad,near,-3.518651,2.817745,deep,ad,far,1.511719,23.615038,1.416992,inside out,In,false,19:49:52,3675.790039,143
Lenn Luemkemann,6,in_play,Backhand,Topspin,52.737225,144,0,0,deep,ad,far,0.150332,20.320822,out,ad_alley,near,-4.136719,-1.220559,1.447266,down the line,In,false,19:49:53,3677.290039,143
Opponent,7,in_play,Forehand,Flat,76.858894,144,0,0,deep,deuce,near,2.094813,3.685496,deep,ad,far,0.692871,24.115038,1.707031,inside in,In,false,19:49:55,3678.889893,143
Lenn Luemkemann,8,in_play,Forehand,Topspin,62.853149,144,0,0,deep,deuce,far,-1.6158,20.722612,out,deuce,near,1.852539,-1.783059,0.980957,cross court,In,false,19:49:56,3679.889893,143
Opponent,9,in_play,Forehand,Flat,54.486328,144,0,0,short,ad,near,-1.296889,6.529295,deep,deuce,far,-2.355469,24.896288,1.103516,down the line,In,false,19:49:57,3681.120117,143
Lenn Luemkemann,10,in_play,Backhand,Topspin,61.867809,144,0,0,deep,ad,far,1.949281,20.566772,out,ad,near,-0.906738,-0.751809,0.933594,cross court,In,false,19:49:58,3682.419922,143
Opponent,11,in_play,Backhand,Topspin,53.788574,144,0,0,short,ad,near,-1.293049,6.182324,out,ad,far,2.605469,25.490038,0.998535,cross court,In,false,19:49:59,3683.570068,143
Lenn Luemkemann,12,in_play,Backhand,Topspin,64.602921,144,0,0,deep,ad,far,2.308624,23.275688,deep,ad,near,-2.355469,-0.134622,0.966797,cross court,In,false,19:50:01,3684.830078,143
Opponent,13,in_play,Backhand,Flat,50.560112,144,0,0,short,ad,near,-1.589725,6.458264,out,ad,far,2.804688,25.865038,0.842773,cross court,In,false,19:50:02,3685.949951,143
Lenn Luemkemann,14,in_play,Backhand,Topspin,64.543762,144,0,0,deep,deuce_alley,far,-4.133922,23.114223,deep,ad,near,-2.507812,2.568503,0.981445,down the line,Out,false,19:50:03,3687.350098,143
Opponent,15,in_play,Forehand,Flat,70.679787,144,0,0,out,deuce,far,-2.990234,24.5625,out,deuce,far,-2.990234,25.771288,1.052734,cross court,Net,false,19:50:04,3688.47998,143
Opponent,1,first_serve,Serve,Flat,103.576897,146,0,0,short,deuce,near,0.537109,6.585938,deep,deuce,far,-0.456543,23.364412,2.175781,down the T,In,false,19:50:41,3725.27002,145
Lenn Luemkemann,2,first_return,Backhand,Slice,33.687847,146,0,0,deep,ad_alley,far,4.299007,21.184668,deep,deuce,near,0.832031,-0.048684,1.253906,inside in,Out,false,19:50:41,3725.639893,145
Opponent,1,first_serve,Serve,Slice,49.5597,147,0,0,short,deuce,far,-2.234375,12.5625,deep,ad,far,0.814941,23.865038,2.226562,out wide,Net,false,19:51:06,3749.939941,146
Opponent,1,second_serve,Serve,Slice,58.311066,148,0,0,short,ad,near,-3.364732,6.814929,deep,ad,far,0.623535,22.677538,2.283203,out wide,In,false,19:51:14,3757.969971,147
Lenn Luemkemann,2,second_return,Backhand,Topspin,58.708683,148,0,0,out,deuce_alley,far,-4.129961,24.984072,deep,ad,near,-3.472656,2.06069,1.681641,down the line,Out,false,19:51:15,3759.040039,147
Lenn Luemkemann,1,first_serve,Serve,Flat,94.231178,149,0,0,short,deuce_alley,far,-5.462615,18.2743,deep,deuce,near,0.410889,-0.158059,2.490234,out wide,Out,false,19:52:00,3804.110107,148
Lenn Luemkemann,1,second_serve,Serve,Kick,107.427437,150,0,0,short,deuce,far,-2.583376,16.94091,deep,deuce,near,-0.30542,-0.194223,2.558594,out wide,In,false,19:52:13,3817.030029,149
Opponent,2,second_return,Forehand,Flat,49.208847,150,0,0,deep,ad,near,-2.368432,4.20798,deep,deuce_alley,far,-4.242188,24.177538,0.925781,down the line,In,false,19:52:13,3817.72998,149
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,64.62278,150,0,0,deep,deuce,far,-2.640994,19.146698,out,ad,near,-2.078125,-0.564309,1.004883,down the line,In,false,19:52:15,3819.090088,149
Opponent,4,return_plus_one,Forehand,Topspin,55.525276,150,0,0,deep,deuce,near,2.072868,1.278193,deep,deuce,far,-2.40625,24.365038,1.066406,cross court,In,false,19:52:16,3820.360107,149
Lenn Luemkemann,5,in_play,Forehand,Topspin,53.074856,150,0,0,deep,ad,far,1.712966,21.058208,out,deuce,near,2.222656,-1.658059,0.774902,down the line,In,false,19:52:17,3821.459961,149
Opponent,6,in_play,Backhand,Flat,44.755146,150,0,0,short,ad,near,-2.673389,6.617667,deep,ad,far,1.264648,24.833788,0.916016,cross court,In,false,19:52:18,3822.699951,149
Lenn Luemkemann,7,in_play,Backhand,Topspin,57.067287,150,0,0,deep,ad,far,0.500072,23.771498,out,ad,near,-3.660156,-1.228372,0.829102,cross court,In,false,19:52:20,3824.25,149
Opponent,8,in_play,Forehand,Topspin,53.225292,150,0,0,deep,ad,near,-2.10693,5.478947,out,ad,far,0.501465,25.583788,1.136719,inside out,In,false,19:52:21,3825.620117,149
Lenn Luemkemann,9,in_play,Backhand,Topspin,66.541649,150,0,0,deep,ad,far,2.127784,22.563807,deep,ad,near,-2.458984,0.779441,1.155273,cross court,In,false,19:52:23,3827,149
Opponent,10,in_play,Backhand,Flat,54.882919,150,0,0,deep,ad,near,-2.039056,4.826468,out,ad,far,2.798828,25.958788,0.946289,cross court,In,false,19:52:24,3828.139893,149
Lenn Luemkemann,11,in_play,Backhand,Flat,75.337715,150,0,0,deep,deuce_alley,far,-4.12794,22.949553,deep,ad,near,-2.671875,-0.087747,1.067383,down the line,Out,false,19:52:25,3829.570068,149
Opponent,12,in_play,Forehand,Slice,39.098488,150,0,0,short,deuce,near,0.312256,7.039062,out,deuce,far,-2.839844,26.036913,1.300781,cross court,In,false,19:52:26,3830.540039,149
Lenn Luemkemann,13,in_play,Volley,Slice,22.516716,150,0,0,deep,ad,far,3.228664,19.879543,short,deuce,near,0.312256,6.513815,1.888672,down the line,In,false,19:52:27,3831.73999,149
Lenn Luemkemann,1,first_serve,Serve,Flat,108.796333,151,0,0,short,ad,far,3.734748,17.811655,deep,ad,near,-0.856934,0.888816,2.394531,out wide,In,false,19:53:07,3870.97998,150
Opponent,2,first_return,Backhand,Flat,42.774044,151,0,0,short,deuce,near,1.725036,9.534863,out,ad_alley,far,4.421875,26.755663,1.619141,down the line,In,false,19:53:07,3871.649902,150
Lenn Luemkemann,3,serve_plus_one,Forehand,Slice,26.659323,151,0,0,short,ad,far,3.589117,16.000256,deep,ad,near,-0.270752,4.728659,0.880859,inside out,In,false,19:53:09,3873.219971,150
Lenn Luemkemann,1,first_serve,Serve,Slice,102.39167,152,0,0,deep,deuce,far,-1.319443,19.728245,deep,deuce,near,0.401855,0.279657,2.464844,down the T,Out,false,19:53:43,3907.060059,151
Opponent,2,first_return,Backhand,Flat,42.307499,152,0,0,deep,deuce,near,0.836914,2.375,deep,deuce,far,-1.682617,24.833788,0.941406,inside out,In,false,19:53:43,3907.72998,151
Lenn Luemkemann,1,second_serve,Serve,Kick,95.436989,153,0,0,short,deuce,far,-3.044229,18.154043,deep,deuce,near,-0.331299,0.227231,2.458984,out wide,In,false,19:53:56,3919.860107,152
Opponent,2,second_return,Forehand,Topspin,47.755798,153,0,0,deep,deuce,near,3.57716,2.821985,out,deuce_alley,far,-4.5625,25.490038,1.351562,down the line,In,false,19:53:57,3920.929932,152
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,55.444942,153,0,0,deep,ad,far,1.193087,22.339306,deep,deuce,near,3.091797,0.201316,0.45166,down the line,In,false,19:53:58,3922.159912,152
Opponent,4,return_plus_one,Backhand,Flat,42.198887,153,0,0,deep,deuce,near,1.774594,2.408563,out,ad,far,0.716797,25.115038,0.982422,down the line,In,false,19:53:59,3923.459961,152
Lenn Luemkemann,5,in_play,Forehand,Topspin,79.903954,153,0,0,deep,deuce,far,-3.103238,21.372873,out,deuce,near,1.638672,-1.533059,1.525391,cross court,In,false,19:54:01,3925.189941,152
Opponent,6,in_play,Forehand,Topspin,48.409988,153,0,0,deep,deuce,near,1.634766,5.089844,out,deuce,far,-3.757812,26.052538,1.477539,cross court,In,false,19:54:02,3926.219971,152
Lenn Luemkemann,7,in_play,Volley,Slice,24.248772,153,0,0,short,ad,far,3.98898,16.229313,deep,deuce,near,1.634766,4.564597,0.945312,down the line,In,false,19:54:03,3927.25,152
Opponent,8,in_play,Backhand,Topspin,28.630449,153,0,0,short,ad,near,-1.039062,7.570312,deep,ad,far,2.943359,22.115038,2.001953,cross court,In,false,19:54:05,3929.23999,152
